ID,true,pred
TRAIN_06116,교육 실시 및 사례 전파 교육을 통한 근로자 개인 건강 관리와 작업 공간 이동 시 주의 사항 강화.,
TRAIN_06117,"PTW와 위험성 평가에 해당 사고 사례를 반영하고 T.B.M 시 사고 재발 방지를 위한 교육을 철저히 실시하며, PC 슬라브 근로자 이동 동선 구간에 발판을 고정 배치하고 전도 예방 조치를 마련하는 방안.",
TRAIN_06118,"재발 방지 안전교육 실시와 전반적인 안전교육, 작업 전, 중, 후 근로자 상태 점검, 지속적인 TBM 실시로 위험요소 강조 및 공유 등 주의 조치 강화.",
TRAIN_06119,안전교육과 현장관리의 철저함이 재발 방지 대책 및 향후 조치 계획으로 제시됨.,
TRAIN_06120,"현장관리자의 상시 배치로 작업자의 불안전한 자세와 행동을 지속적으로 관리감독하며, 공정별 사고사례 및 예방교육을 철저히 시행하는 조치 계획.",
TRAIN_06121,"동종재해 예방을 위한 근로자 안전교육 실시와 밀비계 사용 상태 점검, 현장 안전 점검 강화.",
TRAIN_06122,"소음 발생작업 근로자 귀마개 착용 교육 및 교육장, TBM장 등 귀마개 비치 방안.",
TRAIN_06123,원인 규명 후 조치 계획 수립.,
TRAIN_06124,"현장소장 안전관리 철저, 사고사례 전파 후 재발방지 교육 시행, 건설현장에서 검증되지 않은 안전무용품 사용 금지, 시공사에 작업환경 감독 철저 지시, 학교 담당자 현장 확인 점검 횟수 증대.",
TRAIN_06125,재발 방지 대책으로 재발방지대책 수립 및 근로자 위험 작업구간 접근 통제가 필요함.,
TRAIN_06126,안전보호장비 재공과 안전교육 실시를 통한 안전보건교육 철저 및 안전보호장비 지급.,
TRAIN_06127,"관련 근로자 특별안전교육 실시와 거푸집 동바리 조립방법에 대한 불안전한 행동금지, 작업자 안전사고 사례 전파 및 안전 교육 실시.",
TRAIN_06128,"안전교육 실시, 안전보호구 착용 관리, 관리자 배치 후 작업, 위험요소 사전 파악 및 조치.",
TRAIN_06129,동일한 사고가 발생하지 않도록 안전교육 실시.,
TRAIN_06130,"사고원인 조사 및 유대용 회전톱 재점검, 다경험 직원 및 작업반의 사고원인 및 대책수립 회의, 휴대용 회전톱 사용 작업에 대한 사고사례 전파 및 안전교육 실시, 휴대용 회전톱 보관대 설치 및 관리, 재발 방지를 위한 지속적인 관리 시행.",
TRAIN_06131,"근로자 안전교육, 현장점검, 개인보호구 재점검, 추락방지시설 추가설치 및 시스템비계 등 가시설 현장점검과 안전관리계획서 이행여부 확인 점검, 안전관리교육 지시의 실행.",
TRAIN_06132,"안전시설물 설치 후 지속적인 유지관리와 시설물 임의해체 구간 상시 확인, 근로자 작업시 주의 교육을 통한 사고 예방 및 해당 사고 관련 개구부 안전시설 전수조사와 재발 방지 이행 요청.",
TRAIN_06133,안전교육을 통해 사고유형을 전파하고 작업자의 안전교육을 철저히 실시하는 재발 방지 대책.,
TRAIN_06134,"시스템동바리 해체 작업 중 추락방지망 사전 해체 금지와 특별안전교육 실시, 관리감독자의 상주 관리 지시.",
TRAIN_06135,"전 근로자 특별안전교육 실시와 타공종 자재 임의 운반금지 실시, 전문 운반공에 의한 운반 진행.",
TRAIN_06136,중량물(잭서포트 : 150키로) 운반 시 지게차 사용과 안전교육 실시.,
TRAIN_06137,시스템비계 및 구조물 사이 추락방지망 보강과 안전교육 철저.,
TRAIN_06138,"부상자의 피해현황을 추가로 확인하고 피해조치현황을 지속적으로 파악하며, 작업시작 전 주요물품 정상작동 검사를 철저히 하여 사고를 방지하기 위한 현장대리인 및 감리자의 지도와 가능한 조치를 취하는 계획.",
TRAIN_06139,안전교육 실시 계획.,
TRAIN_06140,사망 사고 원인 조사와 공사 중지에 따른 대책 수립.,
TRAIN_06141,망치 사용 간 사고사례 OPL자료 배포 및 근로자 안전교육 실시와 재해자 병원치료 후 작업 재투입 시 안전교육 실시를 통한 재발 방지 대책 마련.,
TRAIN_06142,"건설기계 작업계획서 및 중량물 취급계획서의 사전 작성과 교육 시행 철저, 건설기계(이동식 크레인) 작업 전 안전점검 철저, 신호수 배치 위치 확인 및 통제 강화를 포함한 재발 방지 대책과 향후 조치 계획.",
TRAIN_06143,"타설작업 전 작업방법 및 작업순서를 정하여 근접한 공간에서 타 작업이 동시에 진행되지 않도록 관리하고, 작업지휘자 및 관리감독자, 근로자 안전교육 실시를 통한 유사/동일재해 재발 방지.",
TRAIN_06144,받침목 선 설치 후 웨일러 체결을 통한 끼임사고 예방과 재발 방지 대책 이행 철저.,
TRAIN_06145,고압호스 청소 시 단말부에 고정대 설치 및 작업팀의 특별안전교육 실시와 개인 안전보호구 착용 교육을 통한 안전 강화.,
TRAIN_06146,공사현장 관계자에 대한 사고 재발 방지 및 현장 안전 관리 행정지도.,
TRAIN_06147,"작업자 주의 및 교육 철저, 가시설 설치 확인 매뉴얼 준수, 지속적인 교육 실시와 유사 발생 방지를 위한 지속적인 주의 조치.",
TRAIN_06148,작업자 안전교육 철저와 안전 교육 강화를 통한 재발 방지 대책 마련.,
TRAIN_06149,"사고사례 전파, 상시 안전 모니터링, 근로자 안전교육 강화, 건설기계 작업계획서에 따른 운전자 및 신호수 역할 이행 교육 철저, 장비 작업동선 내 작업자 접근 통제의 일관된 실행.",
TRAIN_06150,"사고 직후 작업 중지, 공사 재개 시 작업 전 안전 교육 강화, 작업 발판 및 계단 통로 설치 추가, 뛰어내림 방지 안전 경고판 추가 설치, 사고 작업자 산재 보험 처리 검토, 작업 발판 및 계단 통로 설치 추가 지시 및 확인.",
TRAIN_06151,공사시공자 및 감리자에게 안전관리 철저 및 작업자 안전교육 실시와 작업 구간 작업자 안전수칙 준수 및 안전보호구 착용 확인을 통한 재발 방지 대책 마련.,
TRAIN_06152,"고소작업대 이동동선 정리정돈, TBM시 공유, 고소작업대 작업자 특별안전보건교육 실시 및 작업 전 관리감독자의 주변 이동동선 및 작업환경 확인.",
TRAIN_06153,"작업 중 현장 이동 시 작업자와의 철저한 소통과 작업 장소 우회를 위한 조치, 현장 순회 점검 후 안전통로 확보 및 우회 경로 교육 지도의 필요성.",
TRAIN_06154,신호수 및 지게차 운전자 교육 철저와 안전점검 시 재발 방지 대책 시행 여부 확인.,
TRAIN_06155,재해 방지 대책 마련.,
TRAIN_06156,"알폼 계단 설치 후 고정핀 상태 점검 철저, TBM 시간 안전 수칙 전파로 근로자 부주의 방지, 정기 교육 시간 사고 사례 전파로 근로자 경각심 고취.",
TRAIN_06157,작업전 근로자 안전교육 실시와 작업현장 확인 철저.,
TRAIN_06158,안전교육 실시와 통원치료를 포함한 재발 방지 대책.,
TRAIN_06159,근로자 재발방지 안전교육 실시와 향후 조치 계획.,
TRAIN_06160,자재 회수 시 장비 및 도구 사용 회수와 불안정한 행동 방지를 위한 일일 위험성 평가 및 안전 세부사항 교육 실시와 불안전한 행동 방지 교육 시행 요청.,
TRAIN_06161,"작업 전 위험요소 파악 후 작업하도록 교육하고, 공사관계자 안전관리 지도 및 민간건설공사현장 수시점검과 안전지도를 실시하는 방안.",
TRAIN_06162,"작업 전 TBM 실시, 적절한 사다리 사용 교육 및 확인, 사다리 사용하는 근로자에 대한 특별교육 실시, 작업 전 사다리 안전조치상태 점검 후 작업 실시.",
TRAIN_06163,"작업 전 작업발판 고정여부 확인, 시스템 동바리 해체 작업 시 상부 작업 및 고위험 작업에 대한 특별안전 교육 실시, 조도 확보 및 상부 작업 시 안전고리 체결 여부 확인, 동일공종 특별안전보건교육 실시, 작업발판 고정 및 안전고리 체결 여부 확인, 해당 작업에 맞는 안전한 작업방법 이행여부 수시 확인.",
TRAIN_06164,"작업 방법 및 작업 환경의 개선, 위험요인에 대한 사전 평가 및 안전조치 전파, 불안전한 작업 방법의 위험성 교육 실시 철저.",
TRAIN_06165,작업 전 안전사고 사례 전파 및 재발 방지 교육 실시와 안전 교육 강화 요청을 통한 재발 방지 대책 마련.,
TRAIN_06166,버켓 투스 교체 시 해당 공구 사용과 근로자 물체의 비례 위험이 있는 작업 투입 시 보안경 지급 및 보호 관련 안전 교육 실시와 현장 안전교육 철저 지시.,
TRAIN_06167,"데크걸칠용 앵글 설치 시 용접으로 1차 고정을 실시하고, 특별교육을 통해 작업방법 및 안전수칙 규정을 교육하며 사고사례를 전파하는 조치.",
TRAIN_06168,관련 작업자 특별안전교육 실시 및 현장점검 실시,
TRAIN_06169,근로자 안전교육 실시와 작업 중 관리감독 철저.,
TRAIN_06170,근로자 특별 안전교육 실시와 작업장 주변 정리정돈 실시.,
TRAIN_06171,안전교육과 현장관리 철저에 대한 재발 방지 대책 및 향후 조치 계획.,
TRAIN_06172,시스템 비계에 미끄럼 환경 조사 및 위험요소 제거,
TRAIN_06173,"안전작업방법 및 안전보호구 착용과 불티 비산 예방교육 실시, 불티 방지 보양시설 설치, 현장 관리감독 강화, 피해상황 추적관찰.",
TRAIN_06174,"철근 가공 시 주변 상황 확인 및 가공 부위와의 이격 철저, 불안전한 행동 금지.",
TRAIN_06175,"사고사례 전파, 펌프카 슬러지 배출 부분에 맞게 천막 설치, 레미콘 운전자 외 작업참여자 안전교육 시행.",
TRAIN_06176,공정순서 변경이 어려운 경우 자재받아치 구간 설정 및 현장 내 받아치기 금지와 근로자 교육 실시를 통한 관리 방안.,
TRAIN_06177,천정 상부 안전고리 체결 용이성을 위한 추가 보강 작업과 작업 주변 정리정돈 철저.,
TRAIN_06178,"작업 전 비계 및 안전발판 작업방법과 주의사항 교육 실시, 관리감독자 및 작업지휘자의 상주와 작업방법 및 보호구 착용상태 감시, 고소작업 시 사전 안전교육 실시, 관리감독자 및 작업지휘자의 상주 지시와 철저한 관리감독.",
TRAIN_06179,"수공구 사용 작업 시 불안전한 행동 예방과 안전규칙에 대한 특별안전교육 실시, 산업재해 재발방지 협의체 회의 및 현장 사고사례 전파교육 실시, 현장 안전순찰활동 강화 조치.",
TRAIN_06180,동일한 사고가 발생하지 않도록 안전교육 실시.,
TRAIN_06181,거푸집 작업 시 보안경 착용 및 작업 준수와 해당 공종 특별안전교육 실시.,
TRAIN_06182,"재발 방지 대책과 향후 조치 계획의 통합으로 매립 소화전 작업 전 터널단면 미굴부 확인 및 제거 작업 철저, 근로자 불안전한 행동 예방을 위한 안전 교육 실시, 소화전 지지대 해체 시 작업 구역 내 근로자 접근 통제를 위한 라바콘 설치 및 전도 예방 조치 철저, 작업 순서 준수 여부 확인을 위한 관리감독 철저, 산재 처리 예정 및 현장 근로자에 대한 작업순서 관련 안전 교육 실시와 2인 1조 작업 시행이 포함된 안전 관리 방안.",
TRAIN_06183,안전교육과 현장관리 철저를 통한 재발 방지 대책 및 향후 조치 계획.,
TRAIN_06184,"철재 부산물 제거 시 전용 도구 사용, 날카로운 물체 취급 시 자상 방지 장갑 착용을 위한 근로자 교육, 주기적인 홀쏘우 점검 진행 및 시공사와 감리자에 대한 안전사고 철저 관리 요청.",
TRAIN_06185,"오픈 부위에서 철근 절단 작업 시 렌탈 이용과 난간대 설치 보강 조치, 작업 후 정리 작업 시 특별안전교육 실시 및 현장대리인과 공사감리자에게 안전수칙 준수 요청을 통한 각종 재해 발생 사전예방.",
TRAIN_06186,근로자 재해예방을 위한 안전교육 실시와 안전사고 재발 방지를 위한 현장 안전교육 철저 및 관리.,
TRAIN_06187,건설사고 방지 조치계획 제출 요구에 따른 향후 조치 계획.,
TRAIN_06188,작업 전 tbm 시 위험성 평가 내용 전파 교육 및 작업 후 정리 정돈을 포함한 사고 재발 방지 관리 수립.,
TRAIN_06189,현장책임자에 대한 관리 감독 철저와 유사사고 재발 방지를 위한 TBM시간 활용 안전교육 실시.,
TRAIN_06190,재발 방지 대책과 향후 조치 계획의 부재.,
TRAIN_06191,"해당 재해사례에 대한 근로자 전파교육 실시, 작업구간 정리정돈 및 이동로 확보를 통한 종종재해 예방 관리감독과 향후 공사 진행 시 재발방지대책 이행현황 확인.",
TRAIN_06192,작업근로자 안전교육 및 미끄럼 방지 안전발판 추가 설치를 통한 재발 방지 대책 마련.,
TRAIN_06193,"철근 작업자 전원 작업중지 후 현장 특별안전보건교육 실시, 안전모 등 사고예방물품 착용 여부 점검, 작업 후 안전사고 주의 및 정리정돈 철저, 안전사고예방교육 실시 여부 확인.",
TRAIN_06194,근로자 안전교육 실시와 추후 진행경과에 따른 적법한 처리 계획.,
TRAIN_06195,안전 시설물 임의 해체 금지에 대한 교육과 안전시설물 관리 철저를 통한 재발 방지 대책 및 자체조사 종료와 안전관리 철저에 대한 향후 조치 계획.,
TRAIN_06196,"사고사례 전파, 둥근톱 작업 전 점검 시행, 안전방호장치 추가(반발예방장치 등), 작업 안전대책 특별교육 시행, 관리감독자 관리 및 통제 강화.",
TRAIN_06197,"겨울철 작업 관련 안전교육 실시와 동종 재해 재발 방지를 위한 위험성 평가 및 전파 교육, 근로자 동절기 작업 중 부주의로 인한 사고 발생 방지를 위한 안전교육 및 사고 사례 전파 교육 실시.",
TRAIN_06198,근로자 특별안전교육 실시와 작업 지휘자 배치.,
TRAIN_06199,사고 예방을 위한 교육 실시와 보호구 착용 관리 강화.,
TRAIN_06200,"안전조회 시간 전 근로자 참석 및 당일 위험요인 확인 교육, 현장 내 결빙구간 발생 시 즉각적인 조치와 염화칼슘 항시 구비, 시공사 및 협력업체 단체 카톡방을 활용한 현장 내 위험구간 수시 공유, ㈜동륜건설의 산재처리.",
TRAIN_06201,"작업자 안전교육 철저와 보호구 착용 확인, 안전사고 주의 및 교육 철저 안내.",
TRAIN_06202,"협력 업체 안전관리책임자의 T.B.M 씨 일일 Week Point 및 사고사례 전파와 철저공사담당자의 작업구간 및 이동통로 점검을 통한 바닥 안전성 확인, 재발방지교육 및 2차사고 방지 안내의 실행.",
TRAIN_06203,안전장비 사용 철저와 안전의식 개선을 위한 교육 시행을 포함한 재발 방지 대책 수립.,
TRAIN_06204,작업자 단순과실로 인한 재발 방지 대책 및 향후 조치 계획 없음.,
TRAIN_06205,렌탈 하차 시 주의와 재발 방지를 위한 교육 시행.,
TRAIN_06206,"작업전 점검, 작업 집중, 지속적인 안전 교육을 통한 재발 방지 대책과 향후 조치 계획.",
TRAIN_06207,"작업자 안전교육 강화, 작업전 TBM 실시, 모든 작업 2인 1조 실시, 신규 작업자 특별 안전교육 실시, 공사장 특별 안전점검 실시 및 재발방지 대책 검토.",
TRAIN_06208,안전교육 강화와 공구 사용 시 위험반경 내 중복작업 금지를 포함한 재발 방지 대책 및 향후 조치 계획.,
TRAIN_06209,안전조치 및 사전교육을 통한 재발 방지 대책과 향후 조치 계획.,
TRAIN_06210,"고소 작업 시 건설사업관리 기술인 및 시공사 안전관리자 입회하에 작업 시행, 고소 작업 시 추락 방지용 안전 난간대를 설치하지 못할 경우 별도의 추락 방지 시설 설치 또는 구명줄 및 안전 고리 체결 후 작업 시행, 낙하물 방지막 등 안전 시설 설치 점검 및 안전 교육 강화.",
TRAIN_06211,해당 사고사례를 통한 경각심 고취와 취약시기 근로자 안전의식 향상을 위한 수시 안전교육 및 공도구 사용작업 위험성 고취 훈련 실시.,
TRAIN_06212,"시스템 비계 각 단마다 16mm 이상 로프를 연결 설치하고, 비계상에서 작업하는 모든 근로자에게 안전대 착용 및 안전고리 체결 교육 및 감독을 실시하며, 비계 설치상태를 매일 작업종료 후 점검하여 이상유무를 확인하고 원상복구 및 추락방지조치를 시행하는 안전관리 철저.",
TRAIN_06213,"몸에 균형을 잡고 시야를 확보한 후 이동하며, 해당 작업 관련 안전 교육을 실시하는 재발 방지 대책과 향후 조치 계획.",
TRAIN_06214,자재 운반 시 2인 1조로 신호를 정하여 동시에 자재를 내려놓는 작업과 해당 공종 작업자 전원에 대한 수시 위험성 평가 및 교육 실시.,
TRAIN_06215,재발 방지를 위한 교육 강화와 해당 작업 시 보안경 착용.,
TRAIN_06216,승하강용 사다리 사용 시 하부 고정 조치 확인 및 근로자 특별안전교육 실시를 통한 유사사례 재발 방지 대책.,
TRAIN_06217,철근 작업 완료 시 작업자 이동 구간 설정 및 임시 발빠짐 방지망 설치와 관리자 및 작업자 안전교육 실시를 통한 재발 방지 대책.,
TRAIN_06218,추락방지 안전고리 장비 걸이에 걸었는지 확인 및 교육 실시,
TRAIN_06219,안전사고 재발 방지를 위한 교육 및 사고 사례 전파.,
TRAIN_06220,공사관리자 및 신호수 배치와 안전교육 강화를 통한 집중 관리 방안.,
TRAIN_06221,특별교육 실시와 신규채용 교육 강화가 포함된 재발 방지 대책 및 향후 조치 계획.,
TRAIN_06222,자재 정리 시 안전담당자 및 팀장 배치를 통한 작업방법 및 불안전한 요소 배제.,
TRAIN_06223,안전교육 추가 실시와 재발 방지 교육 철저 시행을 통한 재발 방지 대책.,
TRAIN_06224,옥외구간 이동 시 지정된 통로(부직포 설치구간) 이용.,
TRAIN_06225,"해당 재해에 대한 원인 분석 및 위험성 평가 반영 교육 실시, 중량물 취급 및 위험 요소에 대한 교육 실시, 안전수칙 준수 여부 확인 및 관리 감독 강화.",
TRAIN_06226,"자재 이동 시 출입통제 및 적정 보호구 지급, 근로자 안전교육 시행과 안전관리 철저 지도를 통한 재발 방지 대책.",
TRAIN_06227,"사고사례 전파, 근로자 안전교육 강화, 안전 관리감독 강화, 작업대 위에 노출된 동바리 수직재 단부 등 부상위험 부위 안전조치 강구.",
TRAIN_06228,안전 교육 및 현장 작업환경 개선과 현장조사 실시를 통한 재발 방지 대책 마련.,
TRAIN_06229,안전교육 강화를 통한 재발 방지 대책.,
TRAIN_06230,근로자 특별 안전교육 강화와 유사사고 발생 방지를 위한 특별교육 및 작업 전 사전교육 실시.,
TRAIN_06231,"기계적 대책으로 작업 전, 중, 후 자재 검수 및 안전시설 설치 상태 확인 후 안전 보호구 착용, 불량 자재 검수 후 사용, 안전시설물 미설치 시 작업 중지, 안전대 및 생명줄 설치 후 개인 보호구 체결 상태 확인 후 작업 실시, 인적 대책으로 팀원 간 보호구 착용 상태 점검, 팀장이 작업 시작 전 팀원 보호구 상태 확인 후 작업 투입, 관리적 대책으로 해당 팀 특별 교육 실시 및 현장 점검 시 주의 관리, 관리감독자의 고위험 작업 시 현장 점검, 안전고리 체결 여부 및 생명줄 설치 상태 점검, 특별 교육 및 아침 조회 시 사고 인지 후 작업 투입, 유사 재해 예상 작업 시 안전시설물 및 보호구 착용 상태 점검 후 작업 실시, 향후 조치 계획으로 동일 사고 발생 방지를 위한 현장 지도 철저.",
TRAIN_06232,불안전한 행동통제 및 올바른 작업순서에 대한 교육강화와 근로자 교육확인.,
TRAIN_06233,작업자 및 타워크레인기사에 대한 안전교육 철저와 현장대리인 및 감리자에 대한 일일안전교육 시행.,
TRAIN_06234,작업자 안전교육 및 재발 방지 위험성 평가에 따른 재발 방지 교육 실시.,
TRAIN_06235,작업 전 충분한 스트레칭과 무리한 작업 행동 금지의 필요성.,
TRAIN_06236,동절기 보도 이동 시 보온장갑 착용과 안전수칙 준수를 통한 재발 방지 대책 마련.,
TRAIN_06237,"작업전 이동통로 및 작업환경 점검, 안전교육 강화와 안전예찰 강화를 포함한 재발 방지 대책.",
TRAIN_06238,"현장 안전관리 교육 실시, 보호장구 착용실태 조사, 작업방법 개선, 인양걸이 및 공구사용 등의 재발 방지 대책과 향후 조치 계획.",
TRAIN_06239,절단 작업 시 안전장갑 착용 및 절단작업 방법 교육 실시와 절단 작업에 대한 교육 실시.,
TRAIN_06240,2m 이상의 고소작업뿐만 아니라 2m 미만의 높이에서도 떨어짐 사고 발생 가능성을 고려하여 안전대 등 안전사고 예방 조치와 원칙적으로 2인 1조 작업을 반복 강조하는 조치 계획.,
TRAIN_06241,자재 정리구간 근로자 이동통로 확보 및 특별교육 실시 관리.,
TRAIN_06242,"특별안전교육 실시, 작업 전 이동 중 안전대걸이 시설에 안전고리를 체결한 후 이동작업, 재해 발생이 예상되는 경우 철저한 사전 위험성 평가를 통해 해당 근로자들과 합의하에 작업의 안전성 확보.",
TRAIN_06243,"타워크레인 중량물 인양 작업 시 신호·통제 전담 신호수 배치, 근로자 교육 시행, 안전관리감독 강화, 트럭적재함에서 지상으로 하역 시 적정장비 이용.",
TRAIN_06244,재발 방지 대책과 향후 조치 계획.,
TRAIN_06245,작업장 내 안전한 적재 및 하역작업을 위한 기술지침 포함 안전교육 지시.,
TRAIN_06246,"숙련공 포함 2인 이상의 작업인원 투입, 관리감독자의 불안전한 행동에 대한 주기적인 관리 실시, TBM 및 신규 정기교육 시 사고사례 전파 교육 실시를 통한 재발 방지와 향후 관리감독자의 불안전한 행동에 대한 주기적인 관리 실시.",
TRAIN_06247,동일한 사고가 발생하지 않도록 안전교육 실시.,
TRAIN_06248,올바른 작업방법 교육과 유로폼 정리 작업 시 1장씩 취급하여 자재 낙하 예방을 통한 재발 방지 대책.,
TRAIN_06249,"자재 정리 시 보안경 착용과 작업장 정리정돈 철저, 안전관리 철저 지도.",
TRAIN_06250,"사고사례 전파, 근로자 특별교육 시행, 안전관리감독 강화, 자재 운반 시 2인1조 작업 및 작업관리자 상주 관리 시행을 통한 재발 방지 대책과 향후 조치 계획.",
TRAIN_06251,작업구역 내 작업발판 설치 상태 확인 및 근로자 안전교육 실시와 안전관리 철저를 통한 재발 방지 대책.,
TRAIN_06252,교육 실시와 재발 방지 대책 이행,
TRAIN_06253,사고사례에 따른 재발방지 교육과 자재이동 시 주의사항 등 재발방지 교육 실시 요청.,
TRAIN_06254,"비계발판 보완, 안전난간 보완, 안전교육 실시를 통한 재발 방지 대책 및 향후 조치 계획.",
TRAIN_06255,건설자재 인상 전 체결상태 확인 및 작업 주변 안전 확보와 자재 인상 장비 사용방법 숙지 및 안전교육 실시를 통한 동일 사고사례 발생 방지.,
TRAIN_06256,"통로 상 자재 및 폐기물 정리, 눕혀서 자재 보관, 안전교육 실시와 자재 관리 및 보관 유의에 대한 사고사례 안전교육 실시.",
TRAIN_06257,벽체 거푸집 작업 시 타이볼트(돌출물) 식별조치와 해당 작업팀 안전교육 실시.,
TRAIN_06258,"작업자 안전교육 실시와 주기적 점검을 통한 지반상태 및 불안전한 상태 점검, 질병 관리의 철저함.",
TRAIN_06259,파일 두부절단 작업 예정 시 작업공간 확보 방안.,
TRAIN_06260,2인1조로 자재 인력운반 작업 시 신호체계를 준수하여 작업 이행.,
TRAIN_06261,중량물 인상 등 사전조사 및 작업계획 수립 대상 작업 관리감독 강화와 해당작업 근로자 특별안전교육 실시.,
TRAIN_06262,안전예방 교육 실시와 근로자 교육 강화를 통한 재발 방지 대책 마련.,
TRAIN_06263,지게차 작업전 작업계획서 제출 및 작업구간 내 신호수 배치 확인.,
TRAIN_06264,"사고사례 전파, 압송관 하차 작업방법 개선, 근로자 특별교육 실시를 통한 재발 방지 대책 및 향후 조치 계획.",
TRAIN_06265,현장 정리와 정돈 후 작업 시작 전 주변 확인 및 정기 안전점검 시 조치사항 확인과 점검.,
TRAIN_06266,"휴식시간 및 작업 전중후 수시로 스트레칭 실시를 위한 TBM시간 전파 및 관리감독, 특별교육 실시.",
TRAIN_06267,작업전 스트레칭과 안전통로 이동 및 바닥 상태 확인을 포함한 재발 방지 대책과 향후 조치 계획.,
TRAIN_06268,작업자 안전교육과 건축주 직영공사 대상 현장관리인 교육 철저를 통한 재발 방지 대책 마련.,
TRAIN_06269,작업자 작업 중 안전 재확인 및 건설 도급업체 조치현황 파악과 사고자 적정한 산재보험 처리여부 확인.,
TRAIN_06270,"근로자 특별 안전교육 및 사고사례 전파, 보양 작업 전 거푸집 보강재 고정상태 점검, 현장에 적합한 작업발판 설치와 재발방지대책 이행 및 준수 확인.",
TRAIN_06271,"장비 해체 및 조립 시 위험요소가 없는 구간에서 시행하고, 작업자 회복 경과 지속 보고 및 현장 안전조치계획 재검토를 통한 동일 재해 발생 방지.",
TRAIN_06272,"해체작업 시 타 공종에 대한 전파 및 위험요소 파악과 조치, 근로자 안전교육 실시, 관리감독자 배치.",
TRAIN_06273,"보행자 통로 추가 확보, 작업자 안전교육 실시 및 수시 자재 정리 강화를 통한 안전 관리 방안.",
TRAIN_06274,"작업 전 TBM 실시, 알폼계단 고정 상태 확인 후 작업, 알폼계단 훼손 시 교체 후 작업 실시, 근로자 안전교육 강화를 통한 안전 의식 개선 및 시공사에서 동일 사고 방지를 위한 작업자 안전교육 실시와 현장 관리 철저 요청.",
TRAIN_06275,안전수칙 준수 및 공사장 안전관리 철저를 위한 행정지도,
TRAIN_06276,안전관리 철저 공문 시행 및 사고 예방교육과 작업 전 안전관리 교육 및 관리 철저.,
TRAIN_06277,"위험 포인트 전파 및 지속적인 근로자 안전교육 실시, 작업장 등에 부딪힘, 발걸려 넘어질 수 있는 장애물 보양 또는 제거, 가설통로 확보, T.B.M 시 수시 강조 및 작업장 순찰 강화.",
TRAIN_06278,수정작업 시 떨어짐에 대한 고정조치 교육과 동시작업 시 작업방법 및 순서에 대한 의사소통을 포함한 향후 조치 계획.,
TRAIN_06279,"TBM 작업 시 위험요인 공지 및 사고사례 전파교육, 작업장 주변 자재 정리, 기울어 쓰러질 우려가 있는 자재 바닥에 뉘어서 정리, 사고사례 전파 및 작업장 정리.",
TRAIN_06280,"장비 작업반경내 근로자 접근통제 실시, 장비 운전원 특별안전 교육 실시, 숙련된 장비 운전원 투입, 사전 위험성 평가를 통한 위험요인 도출 및 개선대책 전파.",
TRAIN_06281,작업자 교육 실시를 통한 사고 방지 조치.,
TRAIN_06282,이동 통로 외 통행 금지 조치와 안전 교육을 통한 주 통로 이용의 재발 방지 대책.,
TRAIN_06283,안전교육 실시와 안전 관련 행정 지도에 대한 재발 방지 대책.,
TRAIN_06284,"작업자 안전교육 재실시와 가설계단 해체 후 재설치, 안전교육 강화, 안전시설물 보강설치, 현장 안전관리 철저.",
TRAIN_06285,"고소작업구간 안전대 고리 부착설비 설치 및 연결 후 안전수칙 준수와 현장지도 및 관련서류 적정성 검토, 미흡사항 시정명령 및 처분.",
TRAIN_06286,"사고전파 작업자 전파 및 특별안전교육 진행, 고체연료 전도방지용 거치대 지급, 넘어지면 전원이 꺼지는 난로 지급.",
TRAIN_06287,"시공계획 사전 검토 및 안전한 작업방법 적용, 수평구명줄 설치와 안전대 고리 체결, 작업자 안전교육 철저 시행, 현장 내 위험요소 사전 제거를 통한 현장 안전관리 철저.",
TRAIN_06288,특별안전교육 실시와 보행자 통로 확보를 통한 재발 방지 대책.,
TRAIN_06289,동일한 사고가 발생하지 않도록 안전교육 실시.,
TRAIN_06290,장비작업 시 접근금지 통제 및 사주경계 철저와 장비점검 및 안전교육 강화를 통한 재발 방지 대책.,
TRAIN_06291,차간 안전거리 준수 필요성에 대한 재발 방지 대책.,
TRAIN_06292,결빙구간 제거와 사고사례에 따른 재발방지교육 실시 및 동절기 작업 전 결빙구간 확인 후 위험요소 제거와 안전교육 실시.,
TRAIN_06293,"TBM시간 근로자 특별안전교육 실시와 말비계 끝단부 밟고 작업 금지, 근로자 안전수칙 준수 및 위험작업에 대한 일일안전교육 실시.",
TRAIN_06294,작업자 안전교육과 회복상황 주시를 통한 철저한 행정지도.,
TRAIN_06295,"현장 내 작업공간 이동 시 제공된 근로자 통로를 이용하고 날씨에 따른 주의사항을 전파 및 교육 실시하며, 사고 발생 원인 조사 및 감리, 시공사와의 협의를 통해 발생 경위와 향후 조치 계획을 수립하여 실행하는 것.",
TRAIN_06296,작업자 안전교육과 현장 관리 강화를 통한 재발 방지 대책 마련.,
TRAIN_06297,작업 전 물기제거 확인 및 하부 안전망 설치 상태 확인.,
